location	strings	target	target-marathi-final
QgsQueryBuilderBase#9	<html><head><meta name="qrichtext" content="1" /><style type="text/css"> p, li { white-space: pre-wrap; } </style></head><body style=" font-family:'Sans Serif'; font-size:9pt; font-weight:400; font-style:normal;"> <p style=" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;">Retrieve <span style=" font-weight:600;">all</span> the record in the vector file (<span style=" font-style:italic;">if the table is big, the operation can consume some time</span>)</p></body></html>	<html><head><meta name="qrichtext" content="1" /><style type="text/css"> p, li { सफ़ेद-स्थान: लपेटने से पूर्व; } </style></head><body style=" font-family:'Sans Serif'; font-size:9pt; font-weight:400; font-style:normal;"> <p style=" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;">वेक्‍टर फाइल में <span style=" font-weight:600;">सभी </span>पंक्ति पुन: प्राप्त करें(<span style=" font-style:italic;">यदि टेबल बड़ी है तो कार्यवाही में कुछ समय लग सकता है</span>)</p></body></html>	
QgsQueryBuilderBase#10	All	सभी	
QgsQueryBuilderBase#11	Use unfiltered layer	फिल्‍टर नहीं लेयर का उपयोग करें	
QgsQueryBuilderBase#12	Operators	प्रचालक	
QgsQueryBuilderBase#13	#ERROR!	#ERROR!	
QgsQueryBuilderBase#14	<	<	
QgsQueryBuilderBase#15	NOT	नहीं	
QgsQueryBuilderBase#16	OR	या	
QgsQueryBuilderBase#17	AND	एवं	
QgsQueryBuilderBase#18	%	%	
QgsQueryBuilderBase#19	IN	अंदर	
QgsQueryBuilderBase#20	NOT IN	अंदर नहीं	
QgsQueryBuilderBase#21	!=	!=	
QgsQueryBuilderBase#22	>	>	
QgsQueryBuilderBase#23	LIKE	लाइक	
QgsQueryBuilderBase#24	ILIKE	आईलाइक	
QgsQueryBuilderBase#25	>=	>=	
QgsQueryBuilderBase#26	<=	<=	
QgsQueryBuilderBase#27	Provider specific filter expression	प्रदाता विशिष्ट फिल्‍टर एक्‍सप्रेशन	
QgsRangeConfigDlg#1	Editable	संपादन योग्य	
QgsRangeConfigDlg#2	Slider	फिसलन	
QgsRangeConfigDlg#3	Dial	डायल	
QgsRangeConfigDlg#4	Current minimum for this value is %1 and current maximum is %2.	इस मान के लिये वर्तमान न्‍यूनतम %1 और वर्तमान अधिकतम %2 है.	
QgsRangeConfigDlg#5	Attribute has no integer or real type, therefore range is not usable.	गुणधर्म में कोई पूर्णांक या रिअल प्रकार नहीं है, इसलिए रेंज उपयोग करने योग्य नहीं है.	
QgsRangeConfigDlgBase#1	Form	प्रपत्र	
QgsRangeConfigDlgBase#2	Allows setting of numeric values from a specified range. The edit widget can be either a slider or a spin box.	अंकीय मानों का समायोजन निर्दिष्ट रेंज से करने की अनूमति दें. संपादन विजेट या तो फिसलने वाला या चक्रण बॉक्स हो सकता है.	
QgsRangeConfigDlgBase#3	Step	चरण	
QgsRangeConfigDlgBase#4	Advanced options	उन्‍नत विकल्‍प	
QgsRangeConfigDlgBase#5	Suffix	प्रत्यय	
QgsRangeConfigDlgBase#6	Inactive	अक्रिय	
QgsRangeConfigDlgBase#7	Maximum	अधिकतम	
QgsRangeConfigDlgBase#8	Allow NULL	रिक्त की अनुमति दें	
QgsRangeConfigDlgBase#9	Minimum	न्यूनतम	
QgsRangeConfigDlgBase#10	Local minimum/maximum = 0/0	स्‍थानीय न्यूनतम/अधिकतम = 0/0	
QgsRasterBandComboBox#1	Not set	सेट नहीं	
QgsRasterBandComboBoxPlugin#1	A combo box to list the bands from a raster layer		
QgsRasterBandComboBoxPlugin#2	A combo box to list the bands from a raster layer.		
QgsRasterCalcDialog#1	Enter result file	परिणाम फाइल दर्ज करें	
QgsRasterCalcDialog#2	Expression valid	एक्सप्रेशन वैध	
QgsRasterCalcDialog#3	Expression invalid	एक्सप्रेशन अवैध	
QgsRasterCalcDialogBase#1	Raster calculator	रास्टर गणक	
QgsRasterCalcDialogBase#2	Raster bands	रास्टर बैंड	
QgsRasterCalcDialogBase#3	Result layer	परिणाम लेयर	
QgsRasterCalcDialogBase#4	Output layer	निर्गम लेयर	
QgsRasterCalcDialogBase#5	...	...	
QgsRasterCalcDialogBase#6	Current layer extent	वर्तमान लेयर विस्तार	
QgsRasterCalcDialogBase#7	X min	X न्यूनतम	
QgsRasterCalcDialogBase#8	XMax	Xअधिकतम	
QgsRasterCalcDialogBase#9	Y min	Y न्यूनतम	
QgsRasterCalcDialogBase#10	Y max	Y अधिकतम	
QgsRasterCalcDialogBase#11	Columns	कॉलम	
QgsRasterCalcDialogBase#12	Raster Calculator		
QgsRasterCalcDialogBase#13	Rows	पंक्तियां	
QgsRasterCalcDialogBase#14	Output format	निर्गम प्रारूप	
QgsRasterCalcDialogBase#15	…		
QgsRasterCalcDialogBase#16	Add result to project	परिणाम परियोजना में जोड़ें	
QgsRasterCalcDialogBase#17	Output CRS		
QgsRasterCalcDialogBase#18	Operators	प्रचालक	
QgsRasterCalcDialogBase#19	!=		
QgsRasterCalcDialogBase#20	#ERROR!	#ERROR!	
QgsRasterCalcDialogBase#21	*	*	
QgsRasterCalcDialogBase#22	sqrt	वर्गमूल	
QgsRasterCalcDialogBase#23	sin	साइन	
QgsRasterCalcDialogBase#24	^	^	
QgsRasterCalcDialogBase#25	acos	एकॉस	
QgsRasterCalcDialogBase#26	(	(	
QgsRasterCalcDialogBase#27	-	-	
QgsRasterCalcDialogBase#28	/	/	
QgsRasterCalcDialogBase#29	cos	कॉस	
QgsRasterCalcDialogBase#30	asin	एसाइन	
QgsRasterCalcDialogBase#31	tan	टैन	
QgsRasterCalcDialogBase#32	atan	एटैन	
QgsRasterCalcDialogBase#33	)	)	
QgsRasterCalcDialogBase#34	<	<	
QgsRasterCalcDialogBase#35	>	>	
QgsRasterCalcDialogBase#36	#ERROR!	#ERROR!	
QgsRasterCalcDialogBase#37	OR	या	
QgsRasterCalcDialogBase#38	AND	एवं	
QgsRasterCalcDialogBase#39	<=	<=	
QgsRasterCalcDialogBase#40	>=	>=	
QgsRasterCalcDialogBase#41	log10		
QgsRasterCalcDialogBase#42	ln		
QgsRasterCalcDialogBase#43	Raster calculator expression	रास्टर गणक एक्‍सप्रेशन	
QgsRasterDataProvider#1	Format not supported	प्रारूप समर्थित नहीं	
QgsRasterDataProvider#2	Value	मान	
QgsRasterDataProvider#3	Text	वाक्‍य	
QgsRasterDataProvider#4	Html	html	
QgsRasterDataProvider#5	Feature	नक्शा-अनुभाग	
QgsRasterFileWriterTask#1	Saving %1		
QgsRasterFillSymbolLayerWidget#1	Select image file	इमेज फाइल का चयन करें	
QgsRasterFormatSaveOptionsWidget#1	Default	स्वतः	
QgsRasterFormatSaveOptionsWidget#2	No compression	कोई संकुचन नहीं	
QgsRasterFormatSaveOptionsWidget#3	Low compression	निम्‍न संकुचन	
QgsRasterFormatSaveOptionsWidget#4	High compression	उच्‍च संकुचन	
QgsRasterFormatSaveOptionsWidget#5	JPEG compression	JPEG संकुचन	
QgsRasterFormatSaveOptionsWidget#6	Cannot get create options for driver %1	ड्राइवर %1 के लिये बनाने के विकल्‍पों को प्राप्‍त नहीं कर सकते	
QgsRasterFormatSaveOptionsWidget#7	For details on pyramids options please see the following pages	पिरामिड विकल्‍पों पर वि‍वरणों के लिये कृपया निम्‍न पृष्ठों को देखें	
QgsRasterFormatSaveOptionsWidget#8	No help available	कोई सहायता उपलब्‍ध नहीं	
QgsRasterFormatSaveOptionsWidget#9	cannot validate pyramid options	पिरामिड विकल्‍पों की पुष्टि नहीं कर सकता	
QgsRasterFormatSaveOptionsWidget#10	Cannot validate creation options	निर्माण विकल्‍पों की पुष्टि नहीं हो सकती	
QgsRasterFormatSaveOptionsWidget#11	Valid	वैध	
QgsRasterFormatSaveOptionsWidget#12	Invalid %1:  %2  Click on help button to get valid creation options for this format.	अवैध %1: %2 इस प्रारूप के बनाने के वैध विकल्‍पों को प्राप्‍त करने के लिये सहायता बटन पर क्लिक करें.	
QgsRasterFormatSaveOptionsWidget#13	pyramid creation option	पिरामिड़ निर्माण विकल्‍प	
QgsRasterFormatSaveOptionsWidget#14	creation option	निर्माण विकल्‍प	
QgsRasterFormatSaveOptionsWidget#15	Profile name:	प्रोफ़ाइल नाम:	
QgsRasterFormatSaveOptionsWidget#16	Use simple interface	सरल इंटरफ़ेस उपयोग करें	
QgsRasterFormatSaveOptionsWidget#17	Use table interface	टेबल इंटरफ़ेस उपयोग करें	
QgsRasterFormatSaveOptionsWidgetBase#1	Form	प्रपत्र	
QgsRasterFormatSaveOptionsWidgetBase#2	New	नया	
QgsRasterFormatSaveOptionsWidgetBase#3	Remove	हटायें	
QgsRasterFormatSaveOptionsWidgetBase#4	Reset	पुन:-व्यवस्थित	
QgsRasterFormatSaveOptionsWidgetBase#5	Profile	प्रोफ़ाइल	
QgsRasterFormatSaveOptionsWidgetBase#6	Name	नाम	
QgsRasterFormatSaveOptionsWidgetBase#7	Value	मान	
QgsRasterFormatSaveOptionsWidgetBase#8	#ERROR!	#ERROR!	
QgsRasterFormatSaveOptionsWidgetBase#9	Validate	पुष्टि करें	
QgsRasterFormatSaveOptionsWidgetBase#10	Help	सहायता	
QgsRasterFormatSaveOptionsWidgetBase#11	-	-	
QgsRasterFormatSaveOptionsWidgetBase#12	Insert KEY=VALUE pairs separated by spaces	स्‍थान से विभाजित KEY=VALUE जोड़ों को डालें	
QgsRasterHistogramWidget#1	Visibility	दृश्‍यता	
QgsRasterHistogramWidget#2	Min/Max options	न्यूनतम/अधिकतम विकल्‍प	
QgsRasterHistogramWidget#3	Always show min/max markers	न्‍यूनतम/अधिकतम चिन्‍हक हमेशा दिखायें	
QgsRasterHistogramWidget#4	Zoom to min/max	न्यूनतम/अधिकतम के बराबर ज़ूम करें	
QgsRasterHistogramWidget#5	Update style to min/max	न्‍यूनतम/अधिकतम में शैली अद्यतन करें	
QgsRasterHistogramWidget#6	Show all bands	सभी बैंडों को दिखायें	
QgsRasterHistogramWidget#7	Show RGB/Gray band(s)	दिखायें RGB/भूरे बैंड	
QgsRasterHistogramWidget#8	Show selected band	चयनित बैंड दिखायें	
QgsRasterHistogramWidget#9	Display	प्रदर्शित करें	
QgsRasterHistogramWidget#10	Draw as lines	रेखाओं की तरह चित्रांकन करें	
QgsRasterHistogramWidget#11	Draw as lines (only int layers)	रेखाओं की तरह चित्रांकन करें (केवल पूर्णांक लेयरों)	
QgsRasterHistogramWidget#12	Actions	क्रियाएँ	
QgsRasterHistogramWidget#13	Reset	पुन:-व्यवस्थित	
QgsRasterHistogramWidget#14	Load min/max	न्यूनतम/अधिकतम लायें	
QgsRasterHistogramWidget#15	Estimate (faster)	अनुमानित (तेजी से)	
QgsRasterHistogramWidget#16	Actual (slower)	वास्तविक (धीरे से)	
